"experiment_id","video_id","model_name","technique_name","rag_enabled","gt_total_energy_kcal","gt_total_protein_g","gt_total_fat_g","gt_total_carbohydrate_g","pred_total_energy_kcal","pred_total_protein_g","pred_total_fat_g","pred_total_carbohydrate_g"
"2455","31","Phi-4-mini 3.8B Instruct","few-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2456","31","Phi-4-mini 3.8B Instruct","chain-of-thought","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2457","31","Phi-4-mini 3.8B Instruct","structured-output","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2458","31","Qwen 2.5 3B Instruct","zero-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2459","31","Qwen 2.5 3B Instruct","few-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2460","31","Qwen 2.5 3B Instruct","chain-of-thought","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2461","31","Qwen 2.5 3B Instruct","structured-output","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2462","31","Gemma-SEA-LION v4 4B","zero-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2463","31","Gemma-SEA-LION v4 4B","few-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2464","31","Gemma-SEA-LION v4 4B","chain-of-thought","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2465","31","Gemma-SEA-LION v4 4B","structured-output","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2466","31","MedGemma 4B","zero-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2467","31","MedGemma 4B","few-shot","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2468","31","MedGemma 4B","chain-of-thought","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2469","31","MedGemma 4B","structured-output","0","1307","68.70000002533197","75.7999999076128","68.40000003576279",NULL,NULL,NULL,NULL
"2470","32","Llama 3.2 3B Instruct","zero-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2471","32","Llama 3.2 3B Instruct","few-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2472","32","Llama 3.2 3B Instruct","chain-of-thought","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2473","32","Llama 3.2 3B Instruct","structured-output","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2474","32","Phi-4-mini 3.8B Instruct","zero-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2475","32","Phi-4-mini 3.8B Instruct","few-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2476","32","Phi-4-mini 3.8B Instruct","chain-of-thought","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2477","32","Phi-4-mini 3.8B Instruct","structured-output","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2478","32","Qwen 2.5 3B Instruct","zero-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2479","32","Qwen 2.5 3B Instruct","few-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2480","32","Qwen 2.5 3B Instruct","chain-of-thought","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2481","32","Qwen 2.5 3B Instruct","structured-output","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2482","32","Gemma-SEA-LION v4 4B","zero-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2483","32","Gemma-SEA-LION v4 4B","few-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2484","32","Gemma-SEA-LION v4 4B","chain-of-thought","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2485","32","Gemma-SEA-LION v4 4B","structured-output","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2486","32","MedGemma 4B","zero-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2487","32","MedGemma 4B","few-shot","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2488","32","MedGemma 4B","chain-of-thought","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2489","32","MedGemma 4B","structured-output","0","725","21.899999991059303","55.400000013411045","41",NULL,NULL,NULL,NULL
"2490","33","Llama 3.2 3B Instruct","zero-shot","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2491","33","Llama 3.2 3B Instruct","few-shot","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2492","33","Llama 3.2 3B Instruct","chain-of-thought","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2495","33","Phi-4-mini 3.8B Instruct","few-shot","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2496","33","Phi-4-mini 3.8B Instruct","chain-of-thought","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2498","33","Qwen 2.5 3B Instruct","zero-shot","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2499","33","Qwen 2.5 3B Instruct","few-shot","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2500","33","Qwen 2.5 3B Instruct","chain-of-thought","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2501","33","Qwen 2.5 3B Instruct","structured-output","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2502","33","Gemma-SEA-LION v4 4B","zero-shot","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2503","33","Gemma-SEA-LION v4 4B","few-shot","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2504","33","Gemma-SEA-LION v4 4B","chain-of-thought","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2505","33","Gemma-SEA-LION v4 4B","structured-output","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2506","33","MedGemma 4B","zero-shot","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2507","33","MedGemma 4B","few-shot","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2508","33","MedGemma 4B","chain-of-thought","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2509","33","MedGemma 4B","structured-output","0","2350","17.000000029802322","51","475",NULL,NULL,NULL,NULL
"2510","34","Llama 3.2 3B Instruct","zero-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2511","34","Llama 3.2 3B Instruct","few-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2512","34","Llama 3.2 3B Instruct","chain-of-thought","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2513","34","Llama 3.2 3B Instruct","structured-output","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2514","34","Phi-4-mini 3.8B Instruct","zero-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2515","34","Phi-4-mini 3.8B Instruct","few-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2516","34","Phi-4-mini 3.8B Instruct","chain-of-thought","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2517","34","Phi-4-mini 3.8B Instruct","structured-output","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2518","34","Qwen 2.5 3B Instruct","zero-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2519","34","Qwen 2.5 3B Instruct","few-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2520","34","Qwen 2.5 3B Instruct","chain-of-thought","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2521","34","Qwen 2.5 3B Instruct","structured-output","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2522","34","Gemma-SEA-LION v4 4B","zero-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2523","34","Gemma-SEA-LION v4 4B","few-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2524","34","Gemma-SEA-LION v4 4B","chain-of-thought","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2525","34","Gemma-SEA-LION v4 4B","structured-output","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2526","34","MedGemma 4B","zero-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2527","34","MedGemma 4B","few-shot","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2528","34","MedGemma 4B","chain-of-thought","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2529","34","MedGemma 4B","structured-output","0","440","52.099999994039536","4.700000002980232","38.999999955296516",NULL,NULL,NULL,NULL
"2530","35","Llama 3.2 3B Instruct","zero-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2531","35","Llama 3.2 3B Instruct","few-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2532","35","Llama 3.2 3B Instruct","chain-of-thought","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2533","35","Llama 3.2 3B Instruct","structured-output","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2534","35","Phi-4-mini 3.8B Instruct","zero-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2535","35","Phi-4-mini 3.8B Instruct","few-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2536","35","Phi-4-mini 3.8B Instruct","chain-of-thought","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2537","35","Phi-4-mini 3.8B Instruct","structured-output","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2538","35","Qwen 2.5 3B Instruct","zero-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2539","35","Qwen 2.5 3B Instruct","few-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2540","35","Qwen 2.5 3B Instruct","chain-of-thought","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2541","35","Qwen 2.5 3B Instruct","structured-output","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2542","35","Gemma-SEA-LION v4 4B","zero-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2543","35","Gemma-SEA-LION v4 4B","few-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2544","35","Gemma-SEA-LION v4 4B","chain-of-thought","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2545","35","Gemma-SEA-LION v4 4B","structured-output","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2546","35","MedGemma 4B","zero-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2547","35","MedGemma 4B","few-shot","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2548","35","MedGemma 4B","chain-of-thought","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2549","35","MedGemma 4B","structured-output","0","597","47.400000005960464","28.100000001490116","38.30000001192093",NULL,NULL,NULL,NULL
"2550","36","Llama 3.2 3B Instruct","zero-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2551","36","Llama 3.2 3B Instruct","few-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2552","36","Llama 3.2 3B Instruct","chain-of-thought","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2553","36","Llama 3.2 3B Instruct","structured-output","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2554","36","Phi-4-mini 3.8B Instruct","zero-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2555","36","Phi-4-mini 3.8B Instruct","few-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2556","36","Phi-4-mini 3.8B Instruct","chain-of-thought","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2557","36","Phi-4-mini 3.8B Instruct","structured-output","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2558","36","Qwen 2.5 3B Instruct","zero-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2559","36","Qwen 2.5 3B Instruct","few-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2560","36","Qwen 2.5 3B Instruct","chain-of-thought","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2561","36","Qwen 2.5 3B Instruct","structured-output","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2562","36","Gemma-SEA-LION v4 4B","zero-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2563","36","Gemma-SEA-LION v4 4B","few-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2564","36","Gemma-SEA-LION v4 4B","chain-of-thought","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2565","36","Gemma-SEA-LION v4 4B","structured-output","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2566","36","MedGemma 4B","zero-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2567","36","MedGemma 4B","few-shot","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2568","36","MedGemma 4B","chain-of-thought","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2569","36","MedGemma 4B","structured-output","0","940","48.89999996125698","40.89999996125698","73.5",NULL,NULL,NULL,NULL
"2570","37","Llama 3.2 3B Instruct","zero-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2571","37","Llama 3.2 3B Instruct","few-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2572","37","Llama 3.2 3B Instruct","chain-of-thought","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2573","37","Llama 3.2 3B Instruct","structured-output","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2574","37","Phi-4-mini 3.8B Instruct","zero-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2575","37","Phi-4-mini 3.8B Instruct","few-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2576","37","Phi-4-mini 3.8B Instruct","chain-of-thought","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2577","37","Phi-4-mini 3.8B Instruct","structured-output","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2578","37","Qwen 2.5 3B Instruct","zero-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2579","37","Qwen 2.5 3B Instruct","few-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2580","37","Qwen 2.5 3B Instruct","chain-of-thought","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2581","37","Qwen 2.5 3B Instruct","structured-output","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2582","37","Gemma-SEA-LION v4 4B","zero-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2583","37","Gemma-SEA-LION v4 4B","few-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2584","37","Gemma-SEA-LION v4 4B","chain-of-thought","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2585","37","Gemma-SEA-LION v4 4B","structured-output","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2586","37","MedGemma 4B","zero-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2587","37","MedGemma 4B","few-shot","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2588","37","MedGemma 4B","chain-of-thought","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2589","37","MedGemma 4B","structured-output","0","375","22.700000010430813","24.700000002980232","7",NULL,NULL,NULL,NULL
"2590","38","Llama 3.2 3B Instruct","zero-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2591","38","Llama 3.2 3B Instruct","few-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2592","38","Llama 3.2 3B Instruct","chain-of-thought","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2593","38","Llama 3.2 3B Instruct","structured-output","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2594","38","Phi-4-mini 3.8B Instruct","zero-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2595","38","Phi-4-mini 3.8B Instruct","few-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2596","38","Phi-4-mini 3.8B Instruct","chain-of-thought","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2597","38","Phi-4-mini 3.8B Instruct","structured-output","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2598","38","Qwen 2.5 3B Instruct","zero-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2599","38","Qwen 2.5 3B Instruct","few-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2600","38","Qwen 2.5 3B Instruct","chain-of-thought","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2601","38","Qwen 2.5 3B Instruct","structured-output","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2602","38","Gemma-SEA-LION v4 4B","zero-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2603","38","Gemma-SEA-LION v4 4B","few-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2604","38","Gemma-SEA-LION v4 4B","chain-of-thought","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2605","38","Gemma-SEA-LION v4 4B","structured-output","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2606","38","MedGemma 4B","zero-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2607","38","MedGemma 4B","few-shot","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2608","38","MedGemma 4B","chain-of-thought","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2609","38","MedGemma 4B","structured-output","0","413","29.69999998807907","21.30000000447035","26",NULL,NULL,NULL,NULL
"2610","39","Llama 3.2 3B Instruct","zero-shot","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2611","39","Llama 3.2 3B Instruct","few-shot","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2612","39","Llama 3.2 3B Instruct","chain-of-thought","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2613","39","Llama 3.2 3B Instruct","structured-output","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2614","39","Phi-4-mini 3.8B Instruct","zero-shot","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2617","39","Phi-4-mini 3.8B Instruct","structured-output","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2618","39","Qwen 2.5 3B Instruct","zero-shot","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2619","39","Qwen 2.5 3B Instruct","few-shot","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2620","39","Qwen 2.5 3B Instruct","chain-of-thought","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2621","39","Qwen 2.5 3B Instruct","structured-output","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2622","39","Gemma-SEA-LION v4 4B","zero-shot","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2623","39","Gemma-SEA-LION v4 4B","few-shot","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2624","39","Gemma-SEA-LION v4 4B","chain-of-thought","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2625","39","Gemma-SEA-LION v4 4B","structured-output","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2626","39","MedGemma 4B","zero-shot","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2627","39","MedGemma 4B","few-shot","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2628","39","MedGemma 4B","chain-of-thought","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2629","39","MedGemma 4B","structured-output","0","830","28.80000001192093","20.00000001490116","141.5",NULL,NULL,NULL,NULL
"2630","40","Llama 3.2 3B Instruct","zero-shot","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2631","40","Llama 3.2 3B Instruct","few-shot","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2632","40","Llama 3.2 3B Instruct","chain-of-thought","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2633","40","Llama 3.2 3B Instruct","structured-output","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2634","40","Phi-4-mini 3.8B Instruct","zero-shot","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2635","40","Phi-4-mini 3.8B Instruct","few-shot","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2636","40","Phi-4-mini 3.8B Instruct","chain-of-thought","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2637","40","Phi-4-mini 3.8B Instruct","structured-output","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2638","40","Qwen 2.5 3B Instruct","zero-shot","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2639","40","Qwen 2.5 3B Instruct","few-shot","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2640","40","Qwen 2.5 3B Instruct","chain-of-thought","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2641","40","Qwen 2.5 3B Instruct","structured-output","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2646","40","MedGemma 4B","zero-shot","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2647","40","MedGemma 4B","few-shot","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2648","40","MedGemma 4B","chain-of-thought","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2649","40","MedGemma 4B","structured-output","0","679","15.100000001490116","21.000000052154064","100.20000004768372",NULL,NULL,NULL,NULL
"2650","41","Llama 3.2 3B Instruct","zero-shot","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2651","41","Llama 3.2 3B Instruct","few-shot","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2652","41","Llama 3.2 3B Instruct","chain-of-thought","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2653","41","Llama 3.2 3B Instruct","structured-output","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2654","41","Phi-4-mini 3.8B Instruct","zero-shot","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2655","41","Phi-4-mini 3.8B Instruct","few-shot","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2656","41","Phi-4-mini 3.8B Instruct","chain-of-thought","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2657","41","Phi-4-mini 3.8B Instruct","structured-output","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2658","41","Qwen 2.5 3B Instruct","zero-shot","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2659","41","Qwen 2.5 3B Instruct","few-shot","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2660","41","Qwen 2.5 3B Instruct","chain-of-thought","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2661","41","Qwen 2.5 3B Instruct","structured-output","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2662","41","Gemma-SEA-LION v4 4B","zero-shot","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2663","41","Gemma-SEA-LION v4 4B","few-shot","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2664","41","Gemma-SEA-LION v4 4B","chain-of-thought","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2665","41","Gemma-SEA-LION v4 4B","structured-output","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
"2666","41","MedGemma 4B","zero-shot","0","1971.5999839305878","118.10000015050173","149.59999961405993","38.79999974370003",NULL,NULL,NULL,NULL
